ID,Week,Order,Song,Genre,Subgenre,Youtube,Tags,Map,Mapper,Likes/Days,BPM,BPM 2,Revised BPM,Notes,,
,,20,The Nights – Avicii,Electronic,EDM,https://www.youtube.com/watch?v=UtF6Jej8yb4,-,https://bsaber.com/songs/b94a/,https://bsaber.com/tag/thelightdesigner,4.43,127.0,126.0000,,,,
6,07-13-2020,1,That’s Life – Frank Sinatra,Pop,Jazz,https://www.youtube.com/watch?v=TnlPtaPxXfc,"360 DEGREE, 90 DEGREE",https://bsaber.com/songs/bdc7/,https://bsaber.com/tag/techbutterfly,37.50,150.5,75.5700,,,,
,,2,Never Gonna Give You Up (Well Mapped+Timed Version),Pop,Classic Pop,https://www.youtube.com/watch?v=dQw4w9WgXcQ,-,https://bsaber.com/songs/bd45/,https://bsaber.com/tag/thelightdesigner,27.00,114.0,113.5700,,,,
,,3,Everyday – Virtual Riot,Electronic,LoFi,https://www.youtube.com/watch?v=C_cQ3zpX-VU,-,https://bsaber.com/songs/bbf5/,https://bsaber.com/tag/wemadethis,9.20,160.5,80.0000,,,,
,,4,Fireflies – Owl City,Pop,Indie,https://www.youtube.com/watch?v=psuRGfAaju4,-,https://bsaber.com/songs/bd41/,https://bsaber.com/tag/tranch,18.67,120.5,181.4100,,,,
,,5,Portal 2 – Turret Opera / Cara Mia Addio,Video Game,Vocaloid,https://www.youtube.com/watch?v=tL_TFXbSnLY,-,https://bsaber.com/songs/bd23/,https://bsaber.com/tag/jokidum,16.33,,102.0100,,,,
,,6,Kuchibairo no Oto,J-Pop,Ballad,https://www.youtube.com/watch?v=CYIntGsjNMs,-,https://bsaber.com/songs/be25/,https://bsaber.com/tag/emir,16.00,100.5,66.6700,,,,
,,7,Kurenai [Taiko no Tatsujin Soundtrack] – X Japan,Video Game,Alternative,https://www.youtube.com/watch?v=wa1nD_IwbkA,-,https://bsaber.com/songs/bca5/,https://bsaber.com/tag/joetastic,7.25,158.0,67.9900,,,,
,,8,You Are Mine ft Kayliana – S3RL,Electronic,Dance,https://www.youtube.com/watch?v=FF3Dr3_h0Hw,"DANCE, EDM, HARDCORE",https://bsaber.com/songs/bba4/,https://bsaber.com/tag/xscaramouche,6.33,138.5,175.0000,,,,
,,9,Renai Circulation [22/7 Soundtrack] – Ayaka Tachikawa,J-Pop,Anime,https://www.youtube.com/watch?v=lv8qOhDx6Yo,"ANIME, J-POP, SOUNDTRACK",https://bsaber.com/songs/bb96/,https://bsaber.com/tag/joetastic,6.17,142.5,60.0000,,,,
,,10,Fruit Ninja in Beat Saber!,Video Game,Meme,https://www.youtube.com/watch?v=OmyMGSu-Wgg,-,https://bsaber.com/songs/bb27/,https://bsaber.com/tag/nitronikexe,9.50,116.5,156.5800,,,,
,,11,JVNA – Catch Me (Chroma RGB lights),Pop,EDM,https://www.youtube.com/watch?v=g9iPElq4qW4,ELECTRONIC,https://bsaber.com/songs/bc4e/,https://bsaber.com/tag/nitronikexe,11.25,151.0,151.0100,,,,
,,12,Fleetwood Mac – Hold Me,Rock,Classic Rock,https://www.youtube.com/watch?v=E0sha1XfHxw,-,https://bsaber.com/songs/bbd1/,https://bsaber.com/tag/majorpickle,4.40,126.5,128.8400,,,,
,,13,ANIMA (TV Size) [Sword Art Online: Alicization – War of Underworld Part 2 Opening] – ReoNa,J-Pop,Anime,https://www.youtube.com/watch?v=ISV28NbBDlc,"ANIME, J-POP",https://bsaber.com/songs/bdac/,https://bsaber.com/tag/joetastic,14.50,175.0,193.5200,,,,
,,14,Hollowness – Minami,J-Pop,Indie,https://www.youtube.com/watch?v=HIRiduzNLzQ,-,https://bsaber.com/songs/bc84/,https://bsaber.com/tag/tootie,5.25,103.0,205.0600,,,,
,,15,дора – Дорадура (Doradura),Pop,Indie,https://www.youtube.com/watch?v=WNadEfGnV04,-,https://bsaber.com/songs/bdfc/,https://bsaber.com/tag/kaleeidoscope,10.50,97.0,222.2900,,,,
,,16,Aether and Light,Electronic,Drumstep,https://www.youtube.com/watch?v=87eOiQeqNfQ,-,https://bsaber.com/songs/bd63/,https://bsaber.com/tag/lespookyboi,9.33,100.5,210.7300,,,,
,,17,ハロハワユ – Hello how are you – ナノウ – feat.Hatsune Miku,J-Pop,Vocaloid,https://www.youtube.com/watch?v=yUi0gX3fUbw,-,https://bsaber.com/songs/be21/,https://bsaber.com/tag/tons%20gaming%20channel,10.00,99.5,190.0100,,,,
,,18,Moe Shop – WWW (feat. EDOGA-SULLIVAN) VS Map,Electronic,Japanese,https://www.youtube.com/watch?v=68UlL5Op9q4,-,https://bsaber.com/songs/bea4/,https://bsaber.com/tag/kikaeaeon,19.00,135.5,135.3700,,,,
,,19,Ayase | Last Resort | Ft. Ado,Electronic,Japanese,https://www.youtube.com/watch?v=slcfa-0urok,-,https://bsaber.com/songs/bc99/,https://bsaber.com/tag/aaltopahwi,4.50,124.5,124.0800,,,,
,,20,Akiyama Uni – Odoru Mizushibuki / あきやま うに – 踊る水飛沫,Video Game,Japanese,https://www.youtube.com/watch?v=dJF6mmZ5J9Y,-,https://bsaber.com/songs/bc34/,https://bsaber.com/tag/xace1337manx,4.60,139.0,140.1000,,,,
7,07-20-2020,1,Rameses B – Children,Electronic,DnB,https://www.youtube.com/watch?v=tYEnkD_hPB4,-,https://bsaber.com/songs/c072/,https://bsaber.com/tag/pkdan,9.40,174.5,175.0200,,,,
,,2,The Clash – Rock the Casbah,Rock,Classic Rock,https://www.youtube.com/watch?v=bJ9r8LMU9bQ,-,https://bsaber.com/songs/c269/,https://bsaber.com/tag/ryger,21.50,130.0,64.0700,,,,
,,3,Jigsaw Puzzle – mafumafu,J-Pop,Alternative,https://www.youtube.com/watch?v=6RueqJzQQ78,-,https://bsaber.com/songs/c327/,https://bsaber.com/tag/siro,35.48,86.0,172.0700,,,,
,,4,DANCE! VR DANCE! – KurageP,J-Pop,Alternative,https://www.youtube.com/watch?v=-PgwpwD_WIc,-,https://bsaber.com/songs/bec5/,https://bsaber.com/tag/monteblanco,4.29,107.0,106.6200,,,,
,,5,Pegboard Nerds – Rhythm Is A Dancer (ft. Tia Simone),Electronic,Eurobeat,https://www.youtube.com/watch?v=oOMWyXPWycI,-,https://bsaber.com/songs/c213/,https://bsaber.com/tag/nitronikexe,18.67,128.0,127.9900,,,,
,,6,The Foundations – Build Me Up Buttercup,Rock,Classic Rock,https://www.youtube.com/watch?v=CCED4g1dMTQ,-,https://bsaber.com/songs/c25c/,https://bsaber.com/tag/majorpickle,14.50,135.0,215.3300,,,,
,,7,Can’t Take My Eyes Off Of You – Frankie Valli,Pop,Classic Pop,https://www.youtube.com/watch?v=J36z7AnhvOM,90 DEGREE,https://bsaber.com/songs/c306/,https://bsaber.com/tag/techbutterfly,38.00,118.5,125.0100,,,,
,,8,Voice (TV Size) [Chuunibyou demo Koi ga Shitai! Ren Opening] – ZAQ,J-Pop,Anime,https://www.youtube.com/watch?v=QUnT3Hw7gEo,"ANIME, J-POP",https://bsaber.com/songs/bf04/,https://bsaber.com/tag/joetastic,4.67,123.0,172.2569,,,,
,,9,Boom Clap – Charli XCX,Pop,Alternative,https://www.youtube.com/watch?v=AOPMlIIg_38,"ELECTROPOP, POP",https://bsaber.com/songs/c345/,https://bsaber.com/tag/novashaft,32.84,92.5,91.9700,,,,
,,10,[Alphabeat – Pegboard Nerds Pack] Pegboard Nerds – Luigi’s Mansion,Electronic,Dubstep,https://www.youtube.com/watch?v=haas3N9vxsM,"360 DEGREE, 90 DEGREE",https://bsaber.com/songs/c209/,https://bsaber.com/tag/rayman9515,8.67,193.0,147.9800,,,,
,,11,Last Of Me [Arknights Soundtrack] – Steve Aoki ft. RUNN,Video Game,EDM,https://www.youtube.com/watch?v=XJwhQ_9MFuA,"ELECTRONIC, VIDEO GAME",https://bsaber.com/songs/c157/,https://bsaber.com/tag/joetastic,6.25,132.0,63.9900,,,,
,,12,kz-livetune – Tell Your World – feat. Hatsune Miku,J-Pop,Vocaloid,https://www.youtube.com/watch?v=PqJNc9KVIZE,-,https://bsaber.com/songs/c1fb/,https://bsaber.com/tag/fefy,11.00,120.5,150.0400,,,,
,,13,[Alphabeat – Pegboard Nerds Pack] Pegboard Nerds – Disconnected,Electronic,EDM,https://www.youtube.com/watch?v=MwSkC85TDgY,-,https://bsaber.com/songs/c208/,https://bsaber.com/tag/timeweaver,11.00,128.5,124.3000,,,,
,,14,[Alphabeat – Pegboard Nerds Pack] Pegboard Nerds – Gunslinga,Electronic,Reggae,https://www.youtube.com/watch?v=vIaPWxMPhug,"360 DEGREE, 90 DEGREE",https://bsaber.com/songs/c205/,https://bsaber.com/tag/rayman9515,8.00,86.0,174.0600,,,,
,,15,Monster [Arknights Soundtrack] – Starset,Rock,Alternative,https://www.youtube.com/watch?v=Bq6IuZIJhuI,"PROGRESSIVE, ROCK, VIDEO GAME",https://bsaber.com/songs/c29a/,https://bsaber.com/tag/joetastic,20.00,192.5,194.9800,,,,
,,16,Michael Jackson – Off the Wall,Pop,Disco,https://www.youtube.com/watch?v=B3MFbhwfEXU,-,https://bsaber.com/songs/c083/,https://bsaber.com/tag/ryger,4.60,119.0,115.8600,,,,
,,17,ShinRa-Bansho | Maids Heart Is A Puppet (Chroma RGB),Electronic,Japanese,https://www.youtube.com/watch?v=4DtIj9AJG2E,-,https://bsaber.com/songs/c002/,https://bsaber.com/tag/aaltopahwi,6.00,128.5,127.2600,,,,
,,18,Get It Right – Left Boy,Hip Hop,DnB,https://www.youtube.com/watch?v=rmhprK9fJiw,-,https://bsaber.com/songs/c218/,https://bsaber.com/tag/johnnydee,7.00,135.0,172.3600,,,,
,,19,Apashe – I’m A Dragon (ft. Sway),Hip Hop,Electro,https://www.youtube.com/watch?v=FZs3MbhE8_g,-,https://bsaber.com/songs/c08c/,https://bsaber.com/tag/nitronikexe,7.00,146.0,145.0000,,,,
8,07-29-2020,1,Jackpot The Fat Rat,Electronic,EDM,https://www.youtube.com/watch?v=kL8CyVqzmkc,-,https://bsaber.com/songs/c3bb/,https://bsaber.com/tag/aqu,25.71,103.5,206.0200,,,,
,,2,Blinding Lights – The Weeknd,Pop,Synthwave,https://www.youtube.com/watch?v=4NRXx6U8ABQ,"ELECTRONIC, R&B, SYNTHPOP, SYNTHWAVE",https://bsaber.com/songs/7d04/,https://bsaber.com/tag/xcheesy,1332.00,120.5,191.7300,,,,
,,3,Everyday – Virtual Riot,Electronic,LoFi,https://www.youtube.com/watch?v=C_cQ3zpX-VU,-,https://bsaber.com/songs/bbf5/,https://bsaber.com/tag/wemadethis,194.00,160.5,80.0000,,,,
,,4,Rockefeller Street (EightOEight Hardstyle Remix),Electronic,Hardstyle,https://www.youtube.com/watch?v=aJUdXp-xlM8,-,https://bsaber.com/songs/c996/,https://bsaber.com/tag/dyprax83,42.00,162.5,163.0100,,,,
,,5,Save Us From Ourselves [Arknights Soundtrack] – Bear Grillz ft. Micah Martin,Electronic,Dubstep,https://www.youtube.com/watch?v=pK7MKtDJdQM,"DUBSTEP, ELECTRONIC, VIDEO GAME",https://bsaber.com/songs/c841/,https://bsaber.com/tag/joetastic,6.00,119.5,74.9400,,,,
,,6,I want You ~반짝★반짝 Sunshine~ DJMAX,Electronic,Japanese,https://www.youtube.com/watch?v=MJNeTD4YqrI,-,https://bsaber.com/songs/c873/,https://bsaber.com/tag/mystikmol,8.00,82.5,82.5000,,,,
,,7,Digital Girl – KIRA,Electronic,Vocaloid,https://www.youtube.com/watch?v=_fC4gB841VI,-,https://bsaber.com/songs/c643/,https://bsaber.com/tag/skeelie,5.57,103.5,207.8200,,,,
,,8,Ding Dong Song – Günther & The Sunshine Girls,Electronic,Eurobeat,https://www.youtube.com/watch?v=iPrnduGtgmc,-,https://bsaber.com/songs/c6d3/,https://bsaber.com/tag/teuflum,6.20,132.5,132.0000,,,,
,,9,Aoi Haru,J-Pop,Alternative,https://www.youtube.com/watch?v=0QWD7FGBNfs,-,https://bsaber.com/songs/c8b6/,https://bsaber.com/tag/epg7ens,7.33,181.0,181.6000,,,,
,,10,Tuesday (feat. Danelle Sandoval) | Burak Yeter,Electronic,EDM,https://www.youtube.com/watch?v=Y1_VsyLAGuk,-,https://bsaber.com/songs/c7e9/,https://bsaber.com/tag/thelightdesigner,5.50,99.5,99.0000,,,,
,,11,Takin’ It To The Streets – The Doobie Brothers,Rock,Classic Rock,https://www.youtube.com/watch?v=2rxWPEdYCnI,"360 DEGREE, 90 DEGREE",https://bsaber.com/songs/c694/,https://bsaber.com/tag/techbutterfly,3.67,140.0,73.3000,,,,
,,12,Nothing For Free – Pendulum,Rock,Alternative,https://www.youtube.com/watch?v=LacUWoDycT8,-,https://bsaber.com/songs/c65b/,https://bsaber.com/tag/downycat,5.00,80.0,156.0800,,,,
,,13,Aiobahn and Yunomi feat nicamoq – Makuramoto ni Ghost Katomori Remix,J-Pop,EDM,https://www.youtube.com/watch?v=7zGbTKrYXgQ,-,https://bsaber.com/songs/c654/,https://bsaber.com/tag/purini,4.83,173.0,135.1500,,,,
,,14,WINNER – REALLY REALLY (Japanese vers.),J-Pop,Reggaeton,https://www.youtube.com/watch?v=OkOBLcUMjUw,-,https://bsaber.com/songs/c9a1/,https://bsaber.com/tag/noxn,21.00,103.5,102.9900,,,,
,,15,Rick Springfield – Jessie’s Girl,Rock,Classic Rock,https://www.youtube.com/watch?v=qYkbTyHXwbs,-,https://bsaber.com/songs/c74f/,https://bsaber.com/tag/majorpickle,4.20,127.0,66.8200,,,,
,,16,Rita – DORCHADAS [Shikkoku no Sharnoth Opening],J-Pop,Indie,https://www.youtube.com/watch?v=ptoXaf-6tLs,-,https://bsaber.com/songs/c72c/,https://bsaber.com/tag/etan,4.00,94.5,125.0100,,,,
,,17,Girls’ Generation (SNSD) – All Night,Electronic,EDM,https://www.youtube.com/watch?v=f4w8IbQTJpY,-,https://bsaber.com/songs/c99f/,https://bsaber.com/tag/noxn,20.00,130.5,65.0000,,,,
,,18,Hacking to the Gate [iDOLM@STER Soundtrack] – Ranko Kanzaki,J-Pop,Anime,https://www.youtube.com/watch?v=bekIJTLgdz8,"ANIME, J-POP, SOUNDTRACK",https://bsaber.com/songs/c95c/,https://bsaber.com/tag/joetastic,34.00,80.5,160.7769,,,,
,,19,Blind Guardian – Road of No Release,Rock,Metal,https://www.youtube.com/watch?v=51G5ebOKEw8,-,https://bsaber.com/songs/c7a1/,https://bsaber.com/tag/cyrix,6.75,156.5,160.3000,,,,
,,20,PSYQUI – Education,Electronic,J-Core,https://www.youtube.com/watch?v=IAgTv8b20Dg,-,https://bsaber.com/songs/c62c/,https://bsaber.com/tag/ryger,3.71,90.0,180.0000,,,,
9,08-12-2020,1,[Extra Sensory] Hayako – Analys,Video Game,Speedcore,https://www.youtube.com/watch?v=eqZE60HanCM,"ELECTRONIC, MOD CHART",https://bsaber.com/songs/d00c/,https://bsaber.com/tag/reaxt,41.86,113.5,170.1100,,,08-04-2020,Lost some data by mistake :( day of the github repo initial commit
,,2,[FUTURE FUNK PACK] Windy Summer (Night Tempo 100% Pure Remastered),J-Pop,Future Funk,https://www.youtube.com/watch?v=cRcGdTcZLFQ,"80'S, FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d35a/,https://bsaber.com/tag/etan,13.00,120.5,60.0700,,,,
,,3,[FUTURE FUNK PACK] Remember Summer Days (MACROSS 82-99 Short Ver.),J-Pop,Future Funk,https://www.youtube.com/watch?v=idipMrfAZHk,"80'S, FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d35b/,https://bsaber.com/tag/etan,12.67,110.5,111.0100,,,,
,,4,EveryBody -Shirakami Fubuki,J-Pop,Meme,https://www.youtube.com/watch?v=6Jdi67b13Aw,-,https://bsaber.com/songs/d000/,https://bsaber.com/tag/emir,5.00,107.5,107.2600,,,,
,,5,Windows XP Startup,Meme,Meme,https://www.youtube.com/watch?v=bzkcepytOGc,-,https://bsaber.com/songs/d02f/,https://bsaber.com/tag/epicewok,6.50,109.5,202.5400,,,,
,,6,Seven Lions – Silent Skies (ft. Karra) | [Chroma RGB],Electronic,EDM,https://www.youtube.com/watch?v=bi7-VsGyZiU,-,https://bsaber.com/songs/d191/,https://bsaber.com/tag/nitronikexe,5.80,93.5,140.0000,,,,
,,7,cYsmix – Peer Gynt (Chroma 2.0),Electronic,Speedcore,https://www.youtube.com/watch?v=w4dLTLW6dJ0,-,https://bsaber.com/songs/d299/,https://bsaber.com/tag/bloodcloak,12.67,140.5,139.6400,,,,
,,8,Blossom – Synthion,J-Pop,Speedcore,https://www.youtube.com/watch?v=5utPVxGL1kA,-,https://bsaber.com/songs/d268/,https://bsaber.com/tag/wanguskhan,9.25,176.0,175.0000,,,,
,,9,Give Me a Nightmare – Alice Schach and the Magic Orchestra,Video Game,Japanese,https://www.youtube.com/watch?v=6Fa1I1zqK-g,-,https://bsaber.com/songs/d284/,https://bsaber.com/tag/emir,9.00,156.0,190.4600,,,,
,,10,Chili Corn Carne – The Real Group,Pop,Acapella,https://www.youtube.com/watch?v=Yzv1KS1xyNE,-,https://bsaber.com/songs/d3f2/,https://bsaber.com/tag/emir,17.50,98.0,184.4800,,,,
,,11,Kodachrome – Paul Simon [Chroma],Pop,Classic Pop,https://www.youtube.com/watch?v=JD6Zq505pnM,360 DEGREE,https://bsaber.com/songs/d042/,https://bsaber.com/tag/techbutterfly,4.33,136.5,135.3100,,,,
,,12,[FUTURE FUNK PACK] Disco Lady – Nanidato,J-Pop,Future Funk,https://www.youtube.com/watch?v=eQjYdwbgYN8,"DISCO, FUTURE FUNK, JAPANESE",https://bsaber.com/songs/d410/,https://bsaber.com/tag/etan,17.00,120.5,128.4000,,,,
,,13,[FUTURE FUNK PACK] Shiawase No Monosashi (VANTAGE // Short Ver.),J-Pop,Future Funk,https://www.youtube.com/watch?v=spN2_Tuw9hE,"FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d4a5/,https://bsaber.com/tag/etan,38.77,131.0,128.0000,,,,
,,14,Bohemian Rhapsody – Queen,Rock,Hard Rock,https://www.youtube.com/watch?v=fJ9rUzIMcZQ,-,https://bsaber.com/songs/d0be/,https://bsaber.com/tag/jokidum,7.00,96.5,204.2200,,,,
,,15,kanaria – KING,Electronic,J-Core,https://www.youtube.com/watch?v=cm-l2h6GB8Q,-,https://bsaber.com/songs/d3f4/,https://bsaber.com/tag/x100110x,13.50,166.5,166.0000,,,,
,,16,Ventura Highway – America,Rock,Indie,https://www.youtube.com/watch?v=tnV7dTXlXxs,360 DEGREE,https://bsaber.com/songs/d2ca/,https://bsaber.com/tag/techbutterfly,6.33,129.5,88.9500,,,,
,,17,Boulevard of Broken Dreams (Nightcore),Electronic,Nightcore,https://www.youtube.com/watch?v=VA2lAprf5Qc,-,https://bsaber.com/songs/d1dd/,https://bsaber.com/tag/tranch,5.50,101.5,203.2400,,,,
,,18,Laur – Metamorphose,Electronic,Drumstep,https://www.youtube.com/watch?v=kFTH7lVxX-Q,-,https://bsaber.com/songs/d085/,https://bsaber.com/tag/spookybeard,2.50,160.5,159.9900,,,,
,,19,Azazal & Said – I Said Meow,Electronic,Dubstep,https://www.youtube.com/watch?v=Byuhn6hkJbM,-,https://bsaber.com/songs/d0ea/,https://bsaber.com/tag/cyansnow,3.00,97.5,99.6100,,,,
,,21,Trifect – Neverland (Short Ver),Electronic,Japanese,https://www.youtube.com/watch?v=AsG5HLE4Jfs,-,https://bsaber.com/songs/d3d7/,https://bsaber.com/tag/carrot090,1.50,127.5,127.0000,,,,
10,08-19-2020,1,Geoxor – Gloom [Wallmap] V2,Electronic,LoFi,https://www.youtube.com/watch?v=dqDs14YqsAw,-,https://bsaber.com/songs/d7fa/,https://bsaber.com/tag/minething,19.33,93.5,182.4400,,,,
,,2,[FUTURE FUNK PACK] Shiawase No Monosashi (VANTAGE // Short Ver.),J-Pop,Future Funk,https://www.youtube.com/watch?v=spN2_Tuw9hE,"FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d4a5/,https://bsaber.com/tag/etan,7.43,131.0,128.0000,,,,
,,3,[FUTURE FUNK PACK] You Look So Good – Moe Shop,J-Pop,Future Funk,https://www.youtube.com/watch?v=sZwN9kPzpWA,"80'S, ELECTRO HOUSE, FUTURE FUNK, JAPANESE",https://bsaber.com/songs/d60c/,https://bsaber.com/tag/etan,5.80,115.5,114.9500,,,,
,,4,[FUTURE FUNK PACK] Idolstep Dreaming – Mikazuki BIGWAVE,J-Pop,Future Funk,https://www.youtube.com/watch?v=Qcmm7_5AYRw,"80'S, FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d565/,https://bsaber.com/tag/etan,4.83,105.5,104.9500,,,,
,,5,[FUTURE FUNK PACK] September – Tenma Tenma,J-Pop,Future Funk,https://www.youtube.com/watch?v=6VsJgk5Qw6s,"80'S, FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d55f/,https://bsaber.com/tag/etan,6.33,110.0,111.1200,,,,
,,6,Elektronomia – Summer Vibes,Electronic,EDM,https://www.youtube.com/watch?v=gPmjeUHI3cs,-,https://bsaber.com/songs/d51e/,https://bsaber.com/tag/weldonwen,6.33,105.5,105.0000,,,,
,,7,Skrillex – Fuji Opener (Virtual Riot & Xomega Remix),Electronic,Dubstep,https://www.youtube.com/watch?v=EzG5segvGwE,-,https://bsaber.com/songs/d6a6/,https://bsaber.com/tag/pkdan,9.50,112.5,149.8400,,,,
,,8,[FUTURE FUNK PACK] Megumi no Hito (Night Tempo Showa Groove Mix),J-Pop,Future Funk,https://www.youtube.com/watch?v=RAwBZRg69QY,"80'S, FUTURE FUNK, J-POP, JAPANESE",https://bsaber.com/songs/d4a4/,https://bsaber.com/tag/etan,5.14,124.5,123.9900,,,,
,,9,Twice – LIKEY,J-Pop,Pop,https://www.youtube.com/watch?v=V2hlQkVJZhE,-,https://bsaber.com/songs/d771/,https://bsaber.com/tag/simplymarvellous,8.00,166.5,131.8600,,,,
,,10,Starlight – B3LLA (feat. Reichuu),Electronic,Drumstep,https://www.youtube.com/watch?v=iFj15hw7bxE,-,https://bsaber.com/songs/d7c7/,https://bsaber.com/tag/minething,7.67,160.0,164.9900,,,,
,,11,Laur – Metamorphose,Electronic,Drumstep,https://www.youtube.com/watch?v=kFTH7lVxX-Q,-,https://bsaber.com/songs/d762/,https://bsaber.com/tag/riseumuruq,7.00,160.5,159.9900,,,,
,,12,Don’t Stop – KUURO,Electronic,Dubstep,https://www.youtube.com/watch?v=HkCsiBwQ2lk,-,https://bsaber.com/songs/d608/,https://bsaber.com/tag/timeweaver,20.00,180.0,89.8200,,,,
,,13,[Extra Sensory] LeaF – Doppelganger,Electronic,Speedcore,https://www.youtube.com/watch?v=__fMAV7mLuY,-,https://bsaber.com/songs/d53c/,https://bsaber.com/tag/aeroluna,24.83,140.5,140.0000,,,,
,,14,City Lights (somunia nyankobrq Remix),J-Pop,LoFi,https://www.youtube.com/watch?v=dWRz2ZR-Tfw,-,https://bsaber.com/songs/d6b2/,https://bsaber.com/tag/mux,4.00,131.0,130.9900,,,,
,,15,Coffin Dance (Camellia Remix),Electronic,Meme,https://www.youtube.com/watch?v=PqJTTEqB5WU,-,https://bsaber.com/songs/d574/,https://bsaber.com/tag/that_narwhal,5.50,100.5,225.9200,,,,
,,16,Knife Party – Bonfire,Electronic,Dubstep,https://www.youtube.com/watch?v=e-IWRmpefzE,-,https://bsaber.com/songs/d79d/,https://bsaber.com/tag/slimyblob,4.67,87.0,89.1200,,,,
,,17,[FUTURE FUNK PACK] Tokyo Chopp ft. Shiki(TMNS) (Moe Shop Remix),Hip Hop,Dance,https://www.youtube.com/watch?v=B33EyOOaGwM,"80'S, ELECTRO HOUSE, FUTURE FUNK, JAPANESE, RAP",https://bsaber.com/songs/d60d/,https://bsaber.com/tag/etan,2.80,115.0,116.5900,,,,
,,18,Precious Summer !,J-Pop,Speedcore,https://www.youtube.com/watch?v=qDrm8NfhgsU,-,https://bsaber.com/songs/d610/,https://bsaber.com/tag/emir,2.60,103.0,204.4000,,,,
,,19,Dream X Scramble,J-Pop,Anime,https://www.youtube.com/watch?v=Cq9cM0D_fZU,-,https://bsaber.com/songs/d4b7/,https://bsaber.com/tag/epg7ens,1.57,115.5,114.9469,,,,
,,20,DenporuP – World on Color – feat. Hatsune Miku,J-Pop,Vocaloid,https://www.youtube.com/watch?v=3iMdlFaiO4s,-,https://bsaber.com/songs/d523/,https://bsaber.com/tag/fefy,1.83,,119.8600,,,,
11,08-30,1,The Spectre – Wallmap,Electronic,EDM,https://www.youtube.com/watch?v=wJnBTPUQS5A,-,https://bsaber.com/songs/e01a/,https://bsaber.com/tag/rizthesnuggie,76.00,128.5,127.9400,,,,
